price,lon,amenities,address,lat,prize_range,name,link,tenure,size
"RM 310,000",101.466658,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.131683,,"Seri Pinang, Shah Alam, Setia Alam",https://www.iproperty.com.my/property/seri-pinang-setia-alam-5537589,Freehold,850 sq. ft.
"RM 320,000",101.681651,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Station, 68100, Selangor",3.236516,,"Amara, Selayang",https://www.iproperty.com.my/property/amara-selayang-5419482,Freehold,829 sq. ft.
"RM 305,000",101.79415,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Reko, 43000, Selangor",2.961736,,"Residensi Zamrud, Kajang",https://www.iproperty.com.my/property/residensi-zamrud-kajang-5582047,Freehold,"1,023 sq. ft."
"RM 299,999",101.681651,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Station, 68100, Selangor",3.236516,,"Amara, Selayang",https://www.iproperty.com.my/property/amara-selayang-5430954,Freehold,829 sq. ft.
"RM 330,000",101.78286,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Panglima, Persiaran Mahkota Cheras 1, Selangor",3.053009,,"Suria Court, Cheras South, Cheras",https://www.iproperty.com.my/property/suria-court-cheras-5601900,Freehold,"1,104 sq. ft."
"RM 260,000",101.604302,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","No. 3, Persiaran Meranti, PJU 9,, 41050, Selangor",3.188417,,"Sd Apartments Ii, Bandar Sri Damansara",https://www.iproperty.com.my/property/sd-apartments-ii-bandar-sri-damansara-5603518,Freehold,800 sq. ft.
"RM 280,000",101.664337,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Old Klang Road, 58200 Kuala Lumpur, Kuala Lumpur",3.0778,,"Tulin Apartment, Old Klang Road, Jalan Klang ..",https://www.iproperty.com.my/property/tulin-apartment-jalan-klang-lama-(old-klang-road)-5582877,Freehold,820 sq. ft.
"RM 288,000",101.530487,"3 Bedroom(s),2 Bathroom(s)","No. 3 Jalan Anggerik Tania 31/112, Kota Kemuning,, 40150, Se...",2.991106,,"Pangsapuri Randa, Shah Alam",https://www.iproperty.com.my/property/pangsapuri-randa-shah-alam-5550845,Freehold,718 sq. ft.
"RM 310,000",101.462881,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.105324,,"Seri Pinang, Shah Alam, Setia Alam",https://www.iproperty.com.my/property/seri-pinang-setia-alam-5559129,Freehold,850 sq. ft.
"RM 338,000",101.786338,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Pahlawan 1, Bandar Mahkota Cheras, Selangor",3.06606,,"Suria Residence, Cheras South, Cheras",https://www.iproperty.com.my/property/suria-residence-cheras-5417964,Freehold,"1,057 sq. ft."
"RM 280,000",101.604308,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Persiaran Meranti, PJU 9, 52200, Selangor",3.188376,,"Sd Apartments, Bandar Sri Damansara, Petaling..",https://www.iproperty.com.my/property/sd-apartments-petaling-jaya-5441186,Freehold,811 sq. ft.
"RM 288,000",101.473513,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.127685,,"Seri Pinang, Setia Alam",https://www.iproperty.com.my/property/seri-pinang-setia-alam-5578937,Freehold,850 sq. ft.
"RM 285,000",101.46053,"Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Perisaran setia wawasan, 40170, Selangor",3.111289,,"Trefoil, Setia Alam",https://www.iproperty.com.my/property/trefoil-setia-alam-4372130,Freehold,486 sq. ft.
"RM 320,000",101.564402,"3 Bedroom(s),2 Bathroom(s)","Jalan Penghulu, Bandar Mahkota Cheras , Selangor",2.825768,,"Vista Mahkota, Cheras South, Cheras",https://www.iproperty.com.my/property/vista-mahkota-cheras-4801371,Freehold,868 sq. ft.
"RM 300,000",101.669762,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Station, 68100, Selangor",3.253582,,"Amara, Selayang",https://www.iproperty.com.my/property/amara-selayang-5373348,Freehold,829 sq. ft.
"RM 350,000",,"3 Bedroom(s),2 Bathroom(s)","Jalan Puchong, Off Old Klang Road, 58200, Kuala Lumpur",,,"Oug Parklane, Old Klang Road, Jalan Klang Lam..",https://www.iproperty.com.my/property/oug-parklane-jalan-klang-lama-(old-klang-road)-3204243,Freehold,950 sq. ft.
"RM 310,000",101.733098,"2 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Jalan 42/26, Taman Sri Rampai,, 53300, Kuala Lumpur",3.194218,,"Rampai Court, Wangsa Maju, Setapak",https://www.iproperty.com.my/property/rampai-court-setapak-5609917,Freehold,600 sq. ft.
"RM 289,000",101.473513,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.127685,,"Seri Pinang, Setia Alam, Shah Alam",https://www.iproperty.com.my/property/seri-pinang-shah-alam-4981826,Freehold,850 sq. ft.
"RM 330,000",101.805206,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Sungai Long, Bandar Baru Sungai Long, 43000, 43000, Se...",3.046647,,"Green Acre, Kajang",https://www.iproperty.com.my/property/green-acre-kajang-4995592,Freehold,"1,012 sq. ft."
"RM 315,000",101.733098,"2 Bedroom(s),1 Bathroom(s),2 Parking Bay(s)","Jalan 42/26, Taman Sri Rampai,, 53300, Kuala Lumpur",3.194218,,"Rampai Court, Wangsa Maju, Setapak",https://www.iproperty.com.my/property/rampai-court-setapak-5368764,Freehold,600 sq. ft.
"RM 320,000",101.691406,"2+1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Jalan 2/48B, Sentul Pasar, 51000, Kuala Lumpur",3.193338,,"Apartment Sentul, Sentul",https://www.iproperty.com.my/property/apartment-sentul-sentul-5613472,Freehold,650 sq. ft.
"RM 270,000",101.740521,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Kolam Air, Desa Melawati, 53100, Kuala Lumpur",3.225099,,"Desa View Towers Condominium, Taman Melawati",https://www.iproperty.com.my/property/desa-view-towers-condominium-taman-melawati-5299234,Freehold,895 sq. ft.
"RM 328,000",101.731867,"2 Bedroom(s),2 Bathroom(s)","Jalan 2/124, 56000, Kuala Lumpur",3.08314,,"Taman Connaught, Taman Connaught, Cheras",https://www.iproperty.com.my/property/taman-connaught-cheras-5578910,Freehold,592 sq. ft.
"RM 268,000",101.625443,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Persiaran Bukit Puchong, Bandar Bukit Puchong, 47100, Selang...",2.98787,,"Vista Prima, Puchong",https://www.iproperty.com.my/property/vista-prima-puchong-5485918,Freehold,980 sq. ft.
"RM 318,000",101.811356,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Prima Saujana Permai, 43000, Selangor",3.01258,,"Pangsapuri Saujana Permai, Mutiara Height, Ka..",https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5218487,Freehold,"1,069 sq. ft."
"RM 350,000",101.682556,"3 Bedroom(s),2 Bathroom(s)","Jalan 1/130, 58200, Kuala Lumpur",3.088354,,"Meadow Park 2, Jalan Klang Lama, Jalan Klang ..",https://www.iproperty.com.my/property/meadow-park-2-jalan-klang-lama-(old-klang-road)-4324100,Freehold,950 sq. ft.
"RM 320,000",101.674486,"3 Bedroom(s),2 Bathroom(s)","Jalan Trolak 9, Taman Sri Kuching, 51200 Segambut,, 51200, K...",3.194989,,"Pangsapuri Seri Gembira, Segambut",https://www.iproperty.com.my/property/pangsapuri-seri-gembira-segambut-5610190,Freehold,969 sq. ft.
"RM 282,000",101.792093,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Kelisa 2, 43500, Selangor",2.951058,,"Kajang Parc, Kajang",https://www.iproperty.com.my/property/kajang-parc-kajang-5616074,Freehold,860 sq. ft.
"RM 325,000",,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Pahlawan 1, Bandar Mahkota Cheras, Selangor",,,"Suria Residence, Cheras South, Cheras",https://www.iproperty.com.my/property/suria-residence-cheras-5241687,Freehold,"1,247 sq. ft."
"RM 288,000",101.467028,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.131539,,"Seri Pinang, Shah Alam, Setia Alam",https://www.iproperty.com.my/property/seri-pinang-setia-alam-5525922,Freehold,850 sq. ft.
"RM 260,000",101.797493,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Permaisuri 1/6, Taman Bukit Permai, 43000, Selangor",3.051661,,"Sri Hijau, Bandar Mahkota Cheras, Cheras",https://www.iproperty.com.my/property/sri-hijau-cheras-5264147,Freehold,913 sq. ft.
"RM 298,000",101.792093,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Kelisa 2, 43500, Selangor",2.951058,,"Kajang Parc, Kajang",https://www.iproperty.com.my/property/kajang-parc-kajang-5264063,Freehold,"1,023 sq. ft."
"RM 296,000",101.650797,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Persiaran Multimedia, 63000, Selangor",2.922115,,"D'pulze Cyberjaya, Cyberjaya",https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-5356251,Freehold,815 sq. ft.
"RM 298,000",101.623848,"3 Bedroom(s),2 Bathroom(s)","Persiaran Puchong Jaya Selatan, Bandar Bandar Jaya, 47100, S...",3.041269,,"Sutramas, Puchong",https://www.iproperty.com.my/property/sutramas-puchong-5612908,Freehold,845 sq. ft.
"RM 330,000",101.604891,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Damar SD 15/6, 52200, Selangor",3.183207,,"Sd Tiara Apartment, Sri Damansara, Bandar Sri..",https://www.iproperty.com.my/property/sd-tiara-apartment-bandar-sri-damansara-5011254,Freehold,840 sq. ft.
"RM 348,000",,"1 Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Persiaran Multimedia, 63000, Selangor",,,"D'pulze Cyberjaya, Cyberjaya",https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-5567627,Freehold,558 sq. ft.
"RM 290,000",101.629731,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Merbuk off Jalan Puchong, 47100, Selangor",3.058226,,"Sri Cempaka, Bandar Puchong Jaya, Puchong",https://www.iproperty.com.my/property/sri-cempaka-puchong-5518282,Freehold,810 sq. ft.
"RM 330,000",101.588581,"3 Bedroom(s),2 Bathroom(s)","Persiaran Kewajipan, USJ 19, 47630, Selangor",3.031388,,"Rhythm Avenue Usj 19, Subang Jaya, Usj",https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-1926607,Freehold,820 sq. ft.
"RM 308,000",101.628187,"3 Bedroom(s),2 Bathroom(s)","Jalan Bukit Puchong, Bandar Bukit Puchong, 47100, Selangor",2.97936,,"Nilam Puri, Bandar Bukit Puchong, Puchong",https://www.iproperty.com.my/property/nilam-puri-puchong-5485747,Freehold,915 sq. ft.
"RM 270,000",101.463118,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Pelangi, Kampung Bukit Kuda, 41300 Klang, Se, 41150, S...",3.050911,,"Regensi, Klang",https://www.iproperty.com.my/property/regensi-klang-5302837,Freehold,979 sq. ft.
"RM 280,000",,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Precinct 12 Off Persiaran Setia Utama, Selangor",,,"Suria Ixora, Setia Alam/Alam Nusantara, Setia..",https://www.iproperty.com.my/property/suria-ixora-setia-alam-5362911,Freehold,700 sq. ft.
"RM 328,600",101.79415,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Reko, 43000, Selangor",2.961736,,"Residensi Zamrud, Kajang",https://www.iproperty.com.my/property/residensi-zamrud-kajang-5586503,Freehold,"1,023 sq. ft."
"RM 268,000",101.661429,"Studio Bedroom(s),1 Bathroom(s)","63000, Selangor",2.935324,,"The Place @ Cyberjaya, Persiaran Apec, Cyberj..",https://www.iproperty.com.my/property/the-place-%40-cyberjaya-cyberjaya-5612101,Freehold,528 sq. ft.
"RM 310,000",101.769855,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Lengkok Cp 1A, Cheras Perdana, Selangor",3.047469,,"Cheras Perdana Ria Apartment, Batu 9Th Cheras..",https://www.iproperty.com.my/property/cheras-perdana-ria-apartment-cheras-5463156,Freehold,947 sq. ft.
"RM 305,000",101.814165,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Prima Saujana Permai, 43000, Selangor",3.014098,,"Pangsapuri Saujana Permai, Mutiara Height, Ka..",https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5254931,Freehold,"1,001 sq. ft."
"RM 298,000",101.669762,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Station, 68100, Selangor",3.253582,,"Amara, Selayang",https://www.iproperty.com.my/property/amara-selayang-5438736,Freehold,830 sq. ft.
"RM 310,000",101.473513,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Setia Permai U13 40170 Shah Alam, 40170, Selangor",3.127685,,"Seri Pinang, Setia Alam, Shah Alam",https://www.iproperty.com.my/property/seri-pinang-shah-alam-5546576,Freehold,850 sq. ft.
"RM 310,000",101.811356,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Prima Saujana Permai, 43000, Selangor",3.01258,,"Pangsapuri Saujana Permai, Mutiara Height, Ka..",https://www.iproperty.com.my/property/pangsapuri-saujana-permai-kajang-5254235,Freehold,"1,001 sq. ft."
"RM 300,000",101.657381,"3 Bedroom(s),2 Bathroom(s)","JLN GR,GARDEN RESIDENCE,CYBERJAYA,SELANGOR., 63000, Selangor",2.925088,,"Garden Plaza, Cyberjaya",https://www.iproperty.com.my/property/garden-plaza-cyberjaya-5577930,Freehold,450 sq. ft.
"RM 280,000",101.626055,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Wawasan 4/2, Pusat Bandar Puchong, 47100, Selangor",3.035769,,"Sri Penaga, Puchong",https://www.iproperty.com.my/property/sri-penaga-puchong-5196701,Freehold,850 sq. ft.
"RM 315,000",101.623906,"3+1 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Bandar Puchong Jaya, 47100 Puchong, Selangor, 47100, Selango...",3.051681,,"Sri Kesidang, Bandar Puchong Jaya, Puchong",https://www.iproperty.com.my/property/sri-kesidang-puchong-5584489,Freehold,850 sq. ft.
"RM 340,000",101.578633,"Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Jalan Pju 1A/3, Ara Damansara, 47301, Selangor",3.121012,,"Maisson, Ara Damansara",https://www.iproperty.com.my/property/maisson-ara-damansara-5141530,Freehold,500 sq. ft.
"RM 310,000",,"1 Bedroom(s),1 Bathroom(s)","Persiaran Multimedia, 63000, Selangor",,,"D'pulze Cyberjaya, Cyberjaya",https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-4264562,Freehold,558 sq. ft.
"RM 300,000",,"1 Bedroom(s),1 Bathroom(s)","Persiaran Multimedia, 63000, Selangor",,,"D'pulze Cyberjaya, Cyberjaya",https://www.iproperty.com.my/property/d%27pulze-cyberjaya-cyberjaya-4264554,Freehold,558 sq. ft.
"RM 330,000",101.78286,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Jalan Panglima, Persiaran Mahkota Cheras 1, Selangor",3.053009,,"Suria Court, Cheras South, Cheras",https://www.iproperty.com.my/property/suria-court-cheras-5466285,Freehold,"1,104 sq. ft."
"RM 290,000",101.436754,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Bandar Bukit Tinggi, Klang, 41200, Selangor",3.009295,,"Tropika Apartment, Klang, Bandar Bukit Tinggi",https://www.iproperty.com.my/property/tropika-apartment-bandar-bukit-tinggi-5293300,Freehold,850 sq. ft.
"RM 328,000",101.604308,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Persiaran Meranti, PJU 9, 52200, Selangor",3.188376,,"Sd Apartments, Bandar Sri Damansara, Petaling..",https://www.iproperty.com.my/property/sd-apartments-petaling-jaya-5556480,Freehold,811 sq. ft.
"RM 268,000",101.603204,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","No. 3, Persiaran Meranti, PJU 9,, 41050, Selangor",3.187044,,"Sd Apartments Ii, Bandar Sri Damansara",https://www.iproperty.com.my/property/sd-apartments-ii-bandar-sri-damansara-5609008,Freehold,750 sq. ft.
"RM 281,000",101.840841,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Sri Tanjung 17 Off Jalan Sungai Lalang,Taman Sri Tanju...",2.949975,,"Taman Sri Tanjung (Semenyih) Flat, Semenyih",https://www.iproperty.com.my/property/taman-sri-tanjung-(semenyih)-flat-semenyih-5563542,Freehold,"1,033 sq. ft."
"RM 290,000",101.792093,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Kelisa 2, 43500, Selangor",2.951058,,Kajang,https://www.iproperty.com.my/property/2-sty-terrace-link-house-kajang-5611863,Freehold,"1,023 sq. ft."
"RM 320,000",101.709709,"Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","18, Jalan Persiaran Barat, 46050, Selangor",3.105635,,"Amcorp Serviced Suites, Petaling Jaya",https://www.iproperty.com.my/property/amcorp-serviced-suites-petaling-jaya-5495374,Freehold,488 sq. ft.
"RM 299,999",101.655935,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",Selangor,2.921318,,"The Arc, Cyberjaya",https://www.iproperty.com.my/property/the-arc-cyberjaya-5572394,Freehold,913 sq. ft.
"RM 320,000",101.604308,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)","Persiaran Meranti, PJU 9, 52200, Selangor",3.188376,,"Sd Apartments, Bandar Sri Damansara, Petaling..",https://www.iproperty.com.my/property/sd-apartments-petaling-jaya-4930720,Freehold,811 sq. ft.
"RM 350,000",101.55452,"3 Bedroom(s),2 Bathroom(s),2 Parking Bay(s)","Jalan Mawar, Off Persiaran Jubli Perak, Shah Alam, 40300, Se...",3.067067,,"Alam Idaman, Shah Alam",https://www.iproperty.com.my/property/alam-idaman-shah-alam-5445383,Freehold,926 sq. ft.
"RM 280,000",101.66074,"Studio Bedroom(s),1 Bathroom(s),1 Parking Bay(s)","Jln Impact, Cyber 6, 63000, Selangor",2.922192,,"Shaftsbury Residence, Cyberjaya",https://www.iproperty.com.my/property/shaftsbury-residence-cyberjaya-5328357,Freehold,463 sq. ft.
"RM 295,000",101.787406,"3 Bedroom(s),2 Bathroom(s),1 Parking Bay(s)",Selangor,2.993518,,"Selesa Apartment, Taman Damai Mewah Kajang, K..",https://www.iproperty.com.my/property/selesa-apartment-kajang-5311492,Freehold,957 sq. ft.
"RM 320,000",,"2 Bedroom(s),1 Bathroom(s)","Persiaran Kewajipan, USJ 19, 47630, Selangor",,,"Rhythm Avenue Usj 19, Subang Jaya, Usj",https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-5558675,Freehold,640 sq. ft.
"RM 285,000",101.536705,"3 Bedroom(s),2 Bathroom(s)","No. 2, Jalan Arca U8/80, Taman Bukit Jelutong, Sec, 40150, S...",3.109331,,"Pangsapuri Seroja, Shah Alam",https://www.iproperty.com.my/property/pangsapuri-seroja-shah-alam-5173913,Freehold,850 sq. ft.
"RM 283,000",101.589697,"2 Bedroom(s),1 Bathroom(s)","Persiaran Kewajipan, USJ 19, 47630, Selangor",3.034453,,"Rhythm Avenue Usj 19, Subang Jaya, Usj",https://www.iproperty.com.my/property/rhythm-avenue-usj-19-usj-2919929,Freehold,654 sq. ft.
